Distance,Normalized signal
0.0,0.9366892545982576
0.003999999999999976,0.9626331074540174
0.00799999999999998,0.979864472410455
0.011999999999999983,0.9930300096805421
0.015999999999999986,0.9959341723136496
0.01999999999999999,0.997483059051307
0.023999999999999994,0.995353339787028
0.027999999999999997,0.9959341723136496
0.032,0.9976766698935141
0.035999999999999976,1.0
0.03999999999999998,0.9959341723136496
0.043999999999999984,0.9988383349467571
0.04799999999999999,0.9939980638915781
0.05199999999999999,0.9990319457889643
0.055999999999999994,0.9947725072604067
0.059999999999999984,0.992836398838335
0.06399999999999999,0.9934172313649565
0.06799999999999999,0.9924491771539206
0.072,0.9959341723136496
0.07599999999999998,0.9978702807357213
0.07999999999999999,0.9957405614714424
0.08399999999999999,0.9996127783155857
0.088,0.9961277831558568
0.09199999999999998,0.997483059051307
0.09599999999999999,0.9947725072604067
0.09999999999999999,0.9938044530493707
0.10399999999999998,0.9972894482090997
0.10799999999999998,0.996321393998064
0.11199999999999999,0.9910939012584704
0.11599999999999999,0.9920619554695064
0.12,0.990513068731849
0.12399999999999999,0.9943852855759923
0.128,0.9887705711519845
0.13199999999999998,0.9864472410454986
0.13599999999999998,0.9883833494675701
0.13999999999999999,0.98702807357212
0.144,0.9868344627299129
0.148,0.9872216844143272
0.152,0.9819941916747338
0.156,0.9831558567279768
0.15999999999999998,0.9829622458857696
0.16399999999999998,0.9814133591481122
0.16799999999999998,0.981026137463698
0.172,0.9848983543078412
0.176,0.9783155856727977
0.18,0.9711519845111326
0.184,0.9628267182962246
0.188,0.9490803484995161
0.19199999999999998,0.9231364956437561
0.19599999999999998,0.8627299128751211
0.19999999999999998,0.7895450145208132
0.204,0.7221684414327202
0.208,0.6582768635043562
0.212,0.579864472410455
0.216,0.4842207163601162
0.21999999999999997,0.39303000968054214
0.22399999999999998,0.3258470474346563
0.22799999999999998,0.27589545014520817
0.23199999999999998,0.20542110358180057
0.236,0.15798644724104552
0.24,0.13785091965150048
0.244,0.10609874152952567
0.248,0.09293320425943853
0.252,0.05769603097773476
0.256,0.04143272023233301
0.26,0.035237173281703775
0.264,0.055953533397870285
0.268,0.002323330106485963
0.272,0.030396902226524688
0.27599999999999997,0.0
0.27999999999999997,0.009293320425943852
0.284,0.0
0.288,0.0
0.292,0.0
0.296,0.0
0.3,0.0
0.304,0.0
0.308,0.0
0.312,0.007163601161665053
0.31599999999999995,0.0
0.31999999999999995,0.02749273959341723
0.32399999999999995,0.03814133591481123
0.32799999999999996,0.055953533397870285
0.33199999999999996,0.11306873184898354
0.33599999999999997,0.1430784123910939
0.33999999999999997,0.1829622458857696
0.344,0.20677637947725072
0.348,0.2123910939012585
0.352,0.1860600193610842
0.356,0.15663117134559534
0.36,0.08615682478218781
0.364,0.06776379477250727
0.368,0.019167473378509197
0.372,0.01936108422071636
