Distance,Normalized signal
0.01200000000000001,1.0
0.016000000000000014,0.9912012241775057
0.020000000000000018,0.990053557765876
0.02400000000000002,0.990053557765876
0.028000000000000025,0.9881407804131598
0.032,0.980680948737567
0.036000000000000004,0.9827850038255548
0.04000000000000001,0.9801071155317521
0.04400000000000001,0.985654169854629
0.048000000000000015,0.9822111706197398
0.05200000000000002,0.9799158377964804
0.05600000000000001,0.9833588370313695
0.06000000000000001,0.9822111706197398
0.06400000000000002,0.9837413925019127
0.06800000000000002,0.9858454475899004
0.07200000000000001,0.9841239479724561
0.07600000000000001,0.9829762815608263
0.08000000000000002,0.9795332823259373
0.08400000000000002,0.9827850038255548
0.08800000000000001,0.9808722264728386
0.09200000000000001,0.9825937260902831
0.09600000000000002,0.9862280030604438
0.1,0.9827850038255548
0.10400000000000001,0.9824024483550114
0.10800000000000001,0.9829762815608263
0.11200000000000002,0.981637337413925
0.11600000000000002,0.9783856159143075
0.12000000000000001,0.9793420045906657
0.12400000000000001,0.9787681713848508
0.128,0.9762815608263198
0.132,0.9787681713848508
0.136,0.977237949502678
0.14,0.9726472838561592
0.14400000000000002,0.9745600612088753
0.14800000000000002,0.9745600612088753
0.15200000000000002,0.9705432287681715
0.156,0.9724560061208876
0.16,0.9699693955623565
0.164,0.9684391736801836
0.168,0.9713083397092579
0.17200000000000001,0.9625095638867636
0.17600000000000002,0.9625095638867636
0.18000000000000002,0.9540933435348126
0.18400000000000002,0.9466335118592196
0.188,0.9248278500382555
0.192,0.8810252486610559
0.196,0.8400918133129304
0.2,0.7785003825554706
0.20400000000000001,0.7044758990053557
0.20800000000000002,0.6151491966335118
0.21200000000000002,0.5300306044376435
0.21600000000000003,0.45715378729915834
0.22000000000000003,0.3819816373374139
0.224,0.28959449120122416
0.228,0.21174445294567712
0.232,0.17291507268553938
0.23600000000000002,0.1516832440703902
0.24000000000000002,0.12471308339709257
0.244,0.1009946442234124
0.248,0.09621270084162203
0.252,0.09085692425401683
0.256,0.07421576128538637
0.26,0.07957153787299158
0.264,0.09889058913542463
0.268,0.04150726855394032
0.272,0.05872226472838561
0.276,0.03634276970160673
0.28,0.0
0.28400000000000003,0.0
0.28800000000000003,0.0
0.29200000000000004,0.0
0.29600000000000004,0.0
0.30000000000000004,0.0
0.30400000000000005,0.0
0.30800000000000005,0.0
0.312,0.0
0.316,0.0
0.32,0.0
0.324,0.0
0.328,0.0
0.332,0.0
0.336,0.0
0.34,0.0
0.344,0.0
0.348,0.0
0.352,0.0
0.356,0.0
0.36,0.0
0.364,0.0
0.368,0.0
